code,name,name_slugs,name_trans,province
G712,Pisticci,pisticci,Pisticci,MT
G713,Pistoia,pistoia,Pistoia,FI
G713,Pistoia,pistoia,Pistoia,PT
G713,Pistoia,pistoia,Pistoia,PT
G714,Pistolesa,pistolesa,Pistolesa,NO
G714,Pistolesa,pistolesa,Pistolesa,VC
G714,Pistolesa,pistolesa,Pistolesa,BI
G715,Piteglio,piteglio,Piteglio,FI
G715,Piteglio,piteglio,Piteglio,PT
G715,Piteglio,piteglio,Piteglio,PT
G716,Pitigliano,pitigliano,Pitigliano,GR
G717,Piubega,piubega,Piubega,MN
G718,Piuro,piuro,Piuro,SO
G719,Piverone,piverone,Piverone,TO
G719,Piverone,piverone,Piverone,AO
G719,Piverone,piverone,Piverone,TO
G720,Pizzale,pizzale,Pizzale,PV
G721,Pizzighettone,pizzighettone,Pizzighettone,CR
G721,Pizzighettone,pizzighettone,Pizzighettone,CR
G722,Pizzo,pizzo,Pizzo,CZ
G722,Pizzo,pizzo,Pizzo,CZ
G722,Pizzo,pizzo,Pizzo,VV
G723,Pizzocorno,pizzocorno,Pizzocorno,PV
G724,Pizzoferrato,pizzoferrato,Pizzoferrato,CH
G726,Pizzoli,pizzoli,Pizzoli,AQ
G726,Pizzoli,pizzoli,Pizzoli,AQ
G727,Pizzone,pizzone,Pizzone,CB
G727,Pizzone,pizzone,Pizzone,CB
G727,Pizzone,pizzone,Pizzone,IS
G728,Pizzoni,pizzoni,Pizzoni,CZ
G728,Pizzoni,pizzoni,Pizzoni,VV
G729,Placanica,placanica,Placanica,RC
G730,Plagnolo,"plagnolo, planeil",Plagnolo,TN
G730,Plagnolo,"plagnolo, planeil",Plagnolo,TN
G731,Planina,planina,Planina,GO
G731,Planina,planina,Planina,UD
G731,Planina,planina,Planina,GO
G730,Planol,"planeil, planol",Planol,TN
G730,Planol,"planeil, planol",Planol,BZ
G732,Plata,"plata, platt",Plata,TN
G732,Plata,"plata, platt",Plata,BZ
G733,Plataci,plataci,Plataci,CS
G734,Platania,platania,Platania,CZ
G734,Platania,platania,Platania,CZ
G732,Platea,"platea, platt",Platea,TN
G732,Platea,"platea, platt",Platea,TN
G736,Platischis,platischis,Platischis,UD
G735,Platì,plati,Plati',RC
G299,Plaus,plaus,Plaus,TN
G299,Plaus,plaus,Plaus,BZ
G299,Plaus,plaus,Plaus,BZ
G737,Plesio,plesio,Plesio,CO
G737,Plesio,plesio,Plesio,CO
G738,Plezzo,plezzo,Plezzo,GO
G738,Plezzo,plezzo,Plezzo,UD
G738,Plezzo,plezzo,Plezzo,GO
G738,Plezzo,plezzo,Plezzo,GO
G739,Pliscovizza Della Madonna,pliscovizza-della-madonna,Pliscovizza Della Madonna,GO
G739,Pliscovizza Della Madonna,pliscovizza-della-madonna,Pliscovizza Della Madonna,UD
G739,Pliscovizza Della Madonna,pliscovizza-della-madonna,Pliscovizza Della Madonna,GO
G740,Ploaghe,ploaghe,Ploaghe,SS
G741,Plodio,plodio,Plodio,GE
G741,Plodio,plodio,Plodio,SV
G742,Pocapaglia,pocapaglia,Pocapaglia,CN
G742,Pocapaglia,pocapaglia,Pocapaglia,CN
G743,Pocenia,pocenia,Pocenia,UD
G743,Pocenia,pocenia,Pocenia,UD
G744,Pocrai Del Piro,pocrai-del-piro,Pocrai Del Piro,UD
G744,Pocrai Del Piro,pocrai-del-piro,Pocrai Del Piro,GO
G745,Podargoni,podargoni,Podargoni,RC
G746,Podenzana,podenzana,Podenzana,MS
G747,Podenzano,podenzano,Podenzano,PC
G747,Podenzano,podenzano,Podenzano,PC
G599,Podgora,podgora,Podgora,GO
G599,Podgora,podgora,Podgora,UD
G744,Podicrai,podicrai,Podicrai,GO
G744,Podicrai,podicrai,Podicrai,UD
G748,Podraga,podraga,Podraga,GO
G748,Podraga,podraga,Podraga,UD
G748,Podraga,podraga,Podraga,GO
G749,Pofi,pofi,Pofi,RM
G749,Pofi,pofi,Pofi,FR
G750,Poggi,poggi,Poggi,IM
G751,Poggiardo,poggiardo,Poggiardo,LE
G752,Poggibonsi,poggibonsi,Poggibonsi,SI
G754,Poggio A Caiano,poggio-a-caiano,Poggio A Caiano,FI
G754,Poggio A Caiano,poggio-a-caiano,Poggio A Caiano,PO
G755,Poggio Berni,poggio-berni,Poggio Berni,FO
G755,Poggio Berni,poggio-berni,Poggio Berni,RN
G756,Poggio Bustone,poggio-bustone,Poggio Bustone,PG
G756,Poggio Bustone,poggio-bustone,Poggio Bustone,RM
G756,Poggio Bustone,poggio-bustone,Poggio Bustone,RI
G757,Poggio Catino,poggio-catino,Poggio Catino,PG
G757,Poggio Catino,poggio-catino,Poggio Catino,RM
G757,Poggio Catino,poggio-catino,Poggio Catino,RI
G759,Poggio Fidoni,poggio-fidoni,Poggio Fidoni,PG
G759,Poggio Fidoni,poggio-fidoni,Poggio Fidoni,RM
G759,Poggio Fidoni,poggio-fidoni,Poggio Fidoni,RI
G761,Poggio Imperiale,poggio-imperiale,Poggio Imperiale,FG
G763,Poggio Mirteto,poggio-mirteto,Poggio Mirteto,PG
G763,Poggio Mirteto,poggio-mirteto,Poggio Mirteto,RM
G763,Poggio Mirteto,poggio-mirteto,Poggio Mirteto,RI
G764,Poggio Moiano,poggio-moiano,Poggio Moiano,PG
G764,Poggio Moiano,poggio-moiano,Poggio Moiano,RM
G764,Poggio Moiano,poggio-moiano,Poggio Moiano,RI
G765,Poggio Nativo,poggio-nativo,Poggio Nativo,PG
G765,Poggio Nativo,poggio-nativo,Poggio Nativo,RM
G765,Poggio Nativo,poggio-nativo,Poggio Nativo,RI
G765,Poggio Nativo,poggio-nativo,Poggio Nativo,RI
G766,Poggio Picenze,poggio-picenze,Poggio Picenze,AQ
G768,Poggio Renatico,poggio-renatico,Poggio Renatico,FE
G753,Poggio Rusco,poggio-rusco,Poggio Rusco,MN
G770,Poggio San Lorenzo,poggio-san-lorenzo,Poggio San Lorenzo,PG
G770,Poggio San Lorenzo,poggio-san-lorenzo,Poggio San Lorenzo,RM
G770,Poggio San Lorenzo,poggio-san-lorenzo,Poggio San Lorenzo,RI
G771,Poggio San Marcello,poggio-san-marcello,Poggio San Marcello,AN
G771,Poggio San Marcello,poggio-san-marcello,Poggio San Marcello,AN
D566,Poggio San Vicino,poggio-san-vicino,Poggio San Vicino,MC
D566,Poggio San Vicino,poggio-san-vicino,Poggio San Vicino,MC
B317,Poggio Sannita,poggio-sannita,Poggio Sannita,CB
B317,Poggio Sannita,poggio-sannita,Poggio Sannita,IS
M324,Poggio Torriana,poggio-torriana,Poggio Torriana,RN
G758,Poggiodomo,poggiodomo,Poggiodomo,PG
G760,Poggiofiorito,poggiofiorito,Poggiofiorito,CH
G762,Poggiomarino,poggiomarino,Poggiomarino,NA
G762,Poggiomarino,poggiomarino,Poggiomarino,NA
G767,Poggioreale,poggioreale,Poggioreale,TP
G769,Poggiorsini,poggiorsini,Poggiorsini,BA
G431,Poggiridenti,poggiridenti,Poggiridenti,SO
G772,Pogliano,pogliano,Pogliano,MI
G772,Pogliano Milanese,pogliano-milanese,Pogliano Milanese,MI
G773,Pognana,pognana,Pognana,CO
G773,Pognana Lario,pognana-lario,Pognana Lario,CO
G774,Pognano,pognano,Pognano,BG
G775,Pogno,pogno,Pogno,NO
G775,Pogno,pogno,Pogno,NO
G777,Poirino,poirino,Poirino,TO
G777,Poirino,poirino,Poirino,TO
G777,Poirino,poirino,Poirino,TO
G776,Pojana Maggiore,pojana-maggiore,Pojana Maggiore,VI
G778,Pola,pola,Pola,PL
G778,Pola,pola,Pola,PL
G778,Pola,pola,Pola,PL
G779,Polaveno,polaveno,Polaveno,BS
G780,Polcenigo,polcenigo,Polcenigo,UD
G780,Polcenigo,polcenigo,Polcenigo,PN
G781,Polengo,polengo,Polengo,CR
G782,Polesella,polesella,Polesella,RO
G783,Polesine Parmense,polesine-parmense,Polesine Parmense,PR
M367,Polesine Zibello,polesine-zibello,Polesine Zibello,PR
G784,Poli,poli,Poli,RM
G784,Poli,poli,Poli,RM
G785,Polia,polia,Polia,CZ
G785,Polia,polia,Polia,VV
B657,Policastro Del Golfo,policastro-del-golfo,Policastro Del Golfo,SA
G786,Policoro,policoro,Policoro,MT
G787,Polignano A Mare,polignano-a-mare,Polignano A Mare,BA
G789,Polinago,polinago,Polinago,MO
G790,Polino,polino,Polino,PG
G790,Polino,polino,Polino,TR
G791,Polistena,polistena,Polistena,RC
G791,Polistena,polistena,Polistena,RC
G792,Polizzi Generosa,polizzi-generosa,Polizzi Generosa,PA
G793,Polla,polla,Polla,SA
G794,Pollein,pollein,Pollein,TO
G794,Pollein,pollein,Pollein,AO
G794,Pollein,pollein,Pollein,AO
G795,Pollena Trocchia,pollena-trocchia,Pollena Trocchia,NA
F567,Pollenza,pollenza,Pollenza,MC
G796,Pollica,pollica,Pollica,SA
G797,Pollina,pollina,Pollina,PA
G798,Pollone,pollone,Pollone,NO
G798,Pollone,pollone,Pollone,VC
G798,Pollone,pollone,Pollone,BI
G799,Pollutri,pollutri,Pollutri,CH
G800,Polonghera,polonghera,Polonghera,CN
G800,Polonghera,polonghera,Polonghera,CN
G800,Polonghera,polonghera,Polonghera,CN
G801,Polpenazze,polpenazze,Polpenazze,BS
G801,Polpenazze Del Garda,polpenazze-del-garda,Polpenazze Del Garda,BS
G802,Polverara,polverara,Polverara,PD
G803,Polverigi,polverigi,Polverigi,AN
G804,Pomarance,pomarance,Pomarance,PI
G805,Pomaretto,pomaretto,Pomaretto,TO
G805,Pomaretto,pomaretto,Pomaretto,TO
G806,Pomarico,pomarico,Pomarico,PZ
G806,Pomarico,pomarico,Pomarico,MT
G807,Pomaro Monferrato,pomaro-monferrato,Pomaro Monferrato,AL
G808,Pomarolo,pomarolo,Pomarolo,TN
G808,Pomarolo,pomarolo,Pomarolo,TN
G808,Pomarolo,pomarolo,Pomarolo,TN
G809,Pombia,pombia,Pombia,NO
G810,Pometo,pometo,Pometo,PV
G810,Pometo,pometo,Pometo,PV
G810,Pometo,pometo,Pometo,PV
G811,Pomezia,pomezia,Pomezia,RM
G811,Pomezia,pomezia,Pomezia,RM
G812,Pomigliano D'Arco,pomigliano-d-arco,Pomigliano D'Arco,NA
G812,Pomigliano D'Arco,pomigliano-d-arco,Pomigliano D'Arco,NA
G813,Pompei,pompei,Pompei,NA
G814,Pompeiana,pompeiana,Pompeiana,IM
G814,Pompeiana,pompeiana,Pompeiana,IM
G814,Pompeiana,pompeiana,Pompeiana,IM
G815,Pompiano,pompiano,Pompiano,BS
G815,Pompiano,pompiano,Pompiano,BS
G816,Pomponesco,pomponesco,Pomponesco,MN
G817,Pompu,pompu,Pompu,CA
G817,Pompu,pompu,Pompu,CA
G817,Pompu,pompu,Pompu,OR
G818,Poncarale,poncarale,Poncarale,BS
G818,Poncarale,poncarale,Poncarale,BS
G819,Poncarale Flero,poncarale-flero,Poncarale Flero,BS
G820,Ponderano,ponderano,Ponderano,NO
G820,Ponderano,ponderano,Ponderano,VC
G820,Ponderano,ponderano,Ponderano,BI
G821,Ponna,ponna,Ponna,CO
G822,Ponsacco,ponsacco,Ponsacco,PI
G823,Ponso,ponso,Ponso,PD
G545,Pont Bozet,pont-bozet,Pont Bozet,TO
G545,Pont Bozet,pont-bozet,Pont Bozet,AO
G545,Pont Bozet,pont-bozet,Pont Bozet,AO
G826,Pont Canavese,pont-canavese,Pont Canavese,TO
G826,Pont Canavese,pont-canavese,Pont Canavese,AO
G826,Pont Canavese,pont-canavese,Pont Canavese,TO
G854,Pont Saint Martin,pont-saint-martin,Pont Saint Martin,TO
G854,Pont Saint Martin,pont-saint-martin,Pont Saint Martin,AO
G854,Pont Saint Martin,pont-saint-martin,Pont Saint Martin,AO
G854,Pont Saint Martin,pont-saint-martin,Pont Saint Martin,AO
G854,Pont-Saint-Martin,pont-saint-martin,Pont-Saint-Martin,AO
G824,Pontagna,pontagna,Pontagna,BS
G825,Pontassieve,pontassieve,Pontassieve,FI
G545,Pontboset,pontboset,Pontboset,AO
G827,Ponte,ponte,Ponte,BN
G830,Ponte All'Isarco,"ponte-all-isarco, waidbruck",Ponte All'Isarco,TN
G830,Ponte All'Isarco,"ponte-all-isarco, waidbruck",Ponte All'Isarco,TN
G830,Ponte All'Isarco,"ponte-all-isarco, waidbruck",Ponte All'Isarco,BZ
G833,Ponte Buggianese,ponte-buggianese,Ponte Buggianese,LU
G833,Ponte Buggianese,ponte-buggianese,Ponte Buggianese,PT
G842,Ponte Dell'Olio,ponte-dell-olio,Ponte Dell'Olio,PC
G844,Ponte Di Legno,ponte-di-legno,Ponte Di Legno,BS
G845,Ponte Di Nossa,ponte-di-nossa,Ponte Di Nossa,BG
G845,Ponte Di Nossa,ponte-di-nossa,Ponte Di Nossa,BG
G845,Ponte Di Nossa,ponte-di-nossa,Ponte Di Nossa,BG
G846,Ponte Di Piave,ponte-di-piave,Ponte Di Piave,TV
G846,Ponte Di Piave,ponte-di-piave,Ponte Di Piave,TV
G846,Ponte Di Piave,ponte-di-piave,Ponte Di Piave,TV
G830,Ponte Gardena,"ponte-gardena, waidbruck",Ponte Gardena,BZ
G829,Ponte In Valtellina,ponte-in-valtellina,Ponte In Valtellina,SO
G828,Ponte Lambro,ponte-lambro,Ponte Lambro,CO
G847,Ponte Lambro,ponte-lambro,Ponte Lambro,CO
B662,Ponte Nelle Alpi,ponte-nelle-alpi,Ponte Nelle Alpi,BL
G851,Ponte Nizza,ponte-nizza,Ponte Nizza,PV
G851,Ponte Nizza,ponte-nizza,Ponte Nizza,PV
F941,Ponte Nossa,ponte-nossa,Ponte Nossa,BG
G854,Ponte San Martino,ponte-san-martino,Ponte San Martino,AO
G855,Ponte San Nicolò,ponte-san-nicolo,Ponte San Nicolo',PD
G856,Ponte San Pietro,ponte-san-pietro,Ponte San Pietro,BG
G856,Ponte San Pietro,ponte-san-pietro,Ponte San Pietro,BG
G856,Ponte San Pietro,ponte-san-pietro,Ponte San Pietro,BG
G856,Ponte San Pietro,ponte-san-pietro,Ponte San Pietro,BG
G856,Ponte San Pietro,ponte-san-pietro,Ponte San Pietro,BG
G831,Pontebba,pontebba,Pontebba,UD
G831,Pontebba,pontebba,Pontebba,UD
G831,Pontebba,pontebba,Pontebba,UD
G831,Pontebba,pontebba,Pontebba,UD
G832,Pontebba Nova,pontebba-nova,Pontebba Nova,UD
G834,Pontecagnano Faiano,pontecagnano-faiano,Pontecagnano Faiano,SA
G836,Pontecchio,pontecchio,Pontecchio,RO
G836,Pontecchio Polesine,pontecchio-polesine,Pontecchio Polesine,RO
G837,Pontechianale,pontechianale,Pontechianale,CN
G838,Pontecorvo,pontecorvo,Pontecorvo,CE
G838,Pontecorvo,pontecorvo,Pontecorvo,FR
G839,Pontecurone,pontecurone,Pontecurone,AL
G840,Pontedassio,pontedassio,Pontedassio,IM
G840,Pontedassio,pontedassio,Pontedassio,IM
G841,Pontedecimo,pontedecimo,Pontedecimo,GE
G843,Pontedera,pontedera,Pontedera,PI
G843,Pontedera,pontedera,Pontedera,PI
G843,Pontedera,pontedera,Pontedera,PI
G843,Pontedera,pontedera,Pontedera,PI
G843,Pontedera,pontedera,Pontedera,PI
G832,Pontefella,pontefella,Pontefella,UD
G832,Pontefella,pontefella,Pontefella,UD
G848,Pontelandolfo,pontelandolfo,Pontelandolfo,BN
G849,Pontelatone,pontelatone,Pontelatone,CE
G849,Pontelatone,pontelatone,Pontelatone,NA
G849,Pontelatone,pontelatone,Pontelatone,CE
G847,Pontelezza,pontelezza,Pontelezza,CO
G850,Pontelongo,pontelongo,Pontelongo,PD
G850,Pontelongo,pontelongo,Pontelongo,PD
G852,Pontenure,pontenure,Pontenure,PC
G853,Ponteranica,ponteranica,Ponteranica,BG
G853,Ponteranica,ponteranica,Ponteranica,BG
G858,Pontestura,pontestura,Pontestura,AL
G858,Pontestura,pontestura,Pontestura,AL
G858,Pontestura,pontestura,Pontestura,AL
G859,Pontevico,pontevico,Pontevico,BS
G860,Pontey,pontey,Pontey,TO
G860,Pontey,pontey,Pontey,AO
G860,Pontey,pontey,Pontey,AO
G861,Ponti,ponti,Ponti,AL
G862,Ponti Sul Mincio,ponti-sul-mincio,Ponti Sul Mincio,MN
G863,Ponticelli,ponticelli,Ponticelli,NA
G864,Pontida,pontida,Pontida,BG
G865,Pontinia,pontinia,Pontinia,LT
G865,Pontinia,pontinia,Pontinia,LT
G865,Pontinia,pontinia,Pontinia,LT
G865,Pontinia,pontinia,Pontinia,LT
G866,Pontinvrea,pontinvrea,Pontinvrea,GE
G866,Pontinvrea,pontinvrea,Pontinvrea,SV
G866,Pontinvrea,pontinvrea,Pontinvrea,SV
G866,Pontinvrea,pontinvrea,Pontinvrea,SV
G867,Pontirolo Nuovo,pontirolo-nuovo,Pontirolo Nuovo,BG
G869,Pontoglio,pontoglio,Pontoglio,BS
G870,Pontremoli,pontremoli,Pontremoli,MS
G870,Pontremoli,pontremoli,Pontremoli,MS
G871,Ponza,ponza,Ponza,CE
G871,Ponza,ponza,Ponza,NA
G871,Ponza,ponza,Ponza,LT
G871,Ponza,ponza,Ponza,LT
G871,Ponza,ponza,Ponza,NA
G871,Ponza,ponza,Ponza,LT
G871,Ponza,ponza,Ponza,LT
G873,Ponzano Di Fermo,ponzano-di-fermo,Ponzano Di Fermo,AP
G873,Ponzano Di Fermo,ponzano-di-fermo,Ponzano Di Fermo,FM
G872,Ponzano Monferrato,ponzano-monferrato,Ponzano Monferrato,AL
G872,Ponzano Monferrato,ponzano-monferrato,Ponzano Monferrato,AL
G874,Ponzano Romano,ponzano-romano,Ponzano Romano,RM
G875,Ponzano Veneto,ponzano-veneto,Ponzano Veneto,TV
G876,Ponzate,ponzate,Ponzate,CO
G877,Ponzone,ponzone,Ponzone,AL
G878,Popoli,popoli,Popoli,AQ
G878,Popoli,popoli,Popoli,PE
G878,Popoli Terme,popoli-terme,Popoli Terme,PE
G879,Poppi,poppi,Poppi,AR
G880,Por,por,Por,TN
G880,Por,por,Por,TN
G881,Porano,porano,Porano,PG
G881,Porano,porano,Porano,TR
G882,Porcari,porcari,Porcari,LU
G886,Porcia,porcia,Porcia,UD
G886,Porcia,porcia,Porcia,PN
G888,Pordenone,pordenone,Pordenone,UD
G888,Pordenone,pordenone,Pordenone,UD
G888,Pordenone,pordenone,Pordenone,PN
G889,Porlezza,porlezza,Porlezza,CO
G889,Porlezza,porlezza,Porlezza,CO
G890,Pornassio,pornassio,Pornassio,IM
G891,Porpetto,porpetto,Porpetto,UD
G891,Porpetto,porpetto,Porpetto,UD
A558,Porretta Terme,porretta-terme,Porretta Terme,BO
E470,Porta Littoria,porta-littoria,Porta Littoria,AO
G894,Portacomaro,portacomaro,Portacomaro,AL
G894,Portacomaro,portacomaro,Portacomaro,AT
G895,Portalbera,portalbera,Portalbera,PV
G900,Porte,porte,Porte,TO
M358,Porte Di Rendena,porte-di-rendena,Porte Di Rendena,TN
G901,Portese,portese,Portese,BS
G902,Portici,portici,Portici,NA
G903,Portico Di Caserta,portico-di-caserta,Portico Di Caserta,CE
G903,Portico Di Caserta,portico-di-caserta,Portico Di Caserta,NA
G903,Portico Di Caserta,portico-di-caserta,Portico Di Caserta,CE
G904,Portico E San Benedetto,portico-e-san-benedetto,Portico E San Benedetto,FI
G904,Portico E San Benedetto,portico-e-san-benedetto,Portico E San Benedetto,FO
G904,Portico E San Benedetto,portico-e-san-benedetto,Portico E San Benedetto,FC
G905,Portigliola,portigliola,Portigliola,RC
G908,Porto,porto,Porto,MI
E680,Porto Azzurro,porto-azzurro,Porto Azzurro,LI
G906,Porto Ceresio,porto-ceresio,Porto Ceresio,CO
G906,Porto Ceresio,porto-ceresio,Porto Ceresio,VA
G906,Porto Ceresio,porto-ceresio,Porto Ceresio,VA
G906,Porto Ceresio,porto-ceresio,Porto Ceresio,VA
G906,Porto Ceresio,porto-ceresio,Porto Ceresio,VA
M263,Porto Cesareo,porto-cesareo,Porto Cesareo,LE
G911,Porto Civitanova,porto-civitanova,Porto Civitanova,MC
G908,Porto D'Adda,porto-d-adda,Porto D'Adda,MI
F299,Porto Empedocle,porto-empedocle,Porto Empedocle,AG
E680,Porto Longone,porto-longone,Porto Longone,LI
E680,Porto Longone,porto-longone,Porto Longone,LI
G917,Porto Mantovano,porto-mantovano,Porto Mantovano,MN
G917,Porto Mantovano,porto-mantovano,Porto Mantovano,MN
G917,Porto Mantovano,porto-mantovano,Porto Mantovano,MN
G918,Porto Maurizio,porto-maurizio,Porto Maurizio,IM
G919,Porto Recanati,porto-recanati,Porto Recanati,MC
G920,Porto San Giorgio,porto-san-giorgio,Porto San Giorgio,AP
G920,Porto San Giorgio,porto-san-giorgio,Porto San Giorgio,FM
G921,Porto Sant'Elpidio,porto-sant-elpidio,Porto Sant'Elpidio,AP
G921,Porto Sant'Elpidio,porto-sant-elpidio,Porto Sant'Elpidio,FM
G923,Porto Tolle,porto-tolle,Porto Tolle,RO
G923,Porto Tolle,porto-tolle,Porto Tolle,RO
G923,Porto Tolle,porto-tolle,Porto Tolle,RO
G923,Porto Tolle,porto-tolle,Porto Tolle,RO
G924,Porto Torres,porto-torres,Porto Torres,SS
G907,Porto Valtravaglia,porto-valtravaglia,Porto Valtravaglia,CO
G907,Porto Valtravaglia,porto-valtravaglia,Porto Valtravaglia,VA
G907,Porto Valtravaglia,porto-valtravaglia,Porto Valtravaglia,VA
G926,Porto Viro,porto-viro,Porto Viro,RO
G926,Porto Viro,porto-viro,Porto Viro,RO
G909,Portobuffolè,portobuffole,Portobuffole',TV
G910,Portocannone,portocannone,Portocannone,CB
G910,Portocannone,portocannone,Portocannone,CB
G912,Portoferraio,portoferraio,Portoferraio,LI
G912,Portoferraio,portoferraio,Portoferraio,LI
G913,Portofino,portofino,Portofino,GE
G914,Portogruaro,portogruaro,Portogruaro,VE
G915,Portole,portole,Portole,PL
G915,Portole,portole,Portole,PL
G916,Portomaggiore,portomaggiore,Portomaggiore,FE
G916,Portomaggiore,portomaggiore,Portomaggiore,FE
G916,Portomaggiore,portomaggiore,Portomaggiore,FE
G916,Portomaggiore,portomaggiore,Portomaggiore,FE
M257,Portopalo Di Capo Passero,portopalo-di-capo-passero,Portopalo Di Capo Passero,SR
G922,Portoscuso,portoscuso,Portoscuso,CA
G922,Portoscuso,portoscuso,Portoscuso,CA
G922,Portoscuso,portoscuso,Portoscuso,CA
G922,Portoscuso,portoscuso,Portoscuso,CI
G922,Portoscuso,portoscuso,Portoscuso,SU
G925,Portovenere,portovenere,Portovenere,GE
G925,Portovenere,portovenere,Portovenere,SP
G927,Portula,portula,Portula,NO
G927,Portula,portula,Portula,VC
G927,Portula,portula,Portula,BI
G928,Porzano,porzano,Porzano,BS
G929,Posada,posada,Posada,SS
G929,Posada,posada,Posada,NU
G929,Posada,posada,Posada,NU
G929,Posada,posada,Posada,NU
G930,Poscante,poscante,Poscante,BG
G930,Poscante,poscante,Poscante,BG
G931,Posina,posina,Posina,VI
G932,Positano,positano,Positano,SA
G933,Possagno,possagno,Possagno,TV
G934,Posta,posta,Posta,AQ
G934,Posta,posta,Posta,RI
G935,Posta Fibreno,posta-fibreno,Posta Fibreno,FR
G936,Postal,"burgstall, postal",Postal,TN
G936,Postal,"burgstall, postal",Postal,TN
G936,Postal,"burgstall, postal",Postal,BZ
G936,Postal,"burgstall, postal",Postal,BZ
G937,Postalesio,postalesio,Postalesio,SO
G939,Postiglione,postiglione,Postiglione,SA
G940,Postua,postua,Postua,NO
G940,Postua,postua,Postua,VC
G941,Postumia,postumia,Postumia,TS
G941,Postumia,postumia,Postumia,TS
G941,Postumia,postumia,Postumia,TS
G941,Postumia Grotte,postumia-grotte,Postumia Grotte,TS
G942,Potenza,potenza,Potenza,PZ
G942,Potenza,potenza,Potenza,PZ
G942,Potenza,potenza,Potenza,PZ
F632,Potenza Picena,potenza-picena,Potenza Picena,MC
G943,Pove,pove,Pove,VI
G943,Pove Del Grappa,pove-del-grappa,Pove Del Grappa,VI
G944,Povegliano,povegliano,Povegliano,TV
G945,Povegliano Veronese,povegliano-veronese,Povegliano Veronese,VR
G946,Poverio,poverio,Poverio,TS
G947,Poviglio,poviglio,Poviglio,RE
G947,Poviglio,poviglio,Poviglio,RE
G946,Povir,povir,Povir,TS
G946,Povir,povir,Povir,TS
G948,Povo,povo,Povo,TN
G948,Povo,povo,Povo,TN
G949,Povoletto,povoletto,Povoletto,UD
G949,Povoletto,povoletto,Povoletto,UD
G950,Pozza,pozza,Pozza,TN
G950,Pozza,pozza,Pozza,TN
G950,Pozza,pozza,Pozza,TN
G950,Pozza Di Fassa,pozza-di-fassa,Pozza Di Fassa,TN
G951,Pozzaglia Sabina,pozzaglia-sabina,Pozzaglia Sabina,RI
G951,Pozzaglia Sabino,pozzaglia-sabino,Pozzaglia Sabino,PG
G951,Pozzaglia Sabino,pozzaglia-sabino,Pozzaglia Sabino,RM
G951,Pozzaglia Sabino,pozzaglia-sabino,Pozzaglia Sabino,RI
B914,Pozzaglio Ed Uniti,pozzaglio-ed-uniti,Pozzaglio Ed Uniti,CR
G953,Pozzallo,pozzallo,Pozzallo,SR
G953,Pozzallo,pozzallo,Pozzallo,RG
G954,Pozzilli,pozzilli,Pozzilli,CB
G954,Pozzilli,pozzilli,Pozzilli,CB
G954,Pozzilli,pozzilli,Pozzilli,CB
G954,Pozzilli,pozzilli,Pozzilli,IS
G956,Pozzo Alto,pozzo-alto,Pozzo Alto,PS
G955,Pozzo D'Adda,pozzo-d-adda,Pozzo D'Adda,MI
G960,Pozzol Groppo,pozzol-groppo,Pozzol Groppo,AL
G960,Pozzol Groppo,pozzol-groppo,Pozzol Groppo,AL
G959,Pozzolengo,pozzolengo,Pozzolengo,BS
G957,Pozzoleone,pozzoleone,Pozzoleone,VI
G961,Pozzolo Formigaro,pozzolo-formigaro,Pozzolo Formigaro,AL
G961,Pozzolo Formigaro,pozzolo-formigaro,Pozzolo Formigaro,AL
G962,Pozzomaggiore,pozzomaggiore,Pozzomaggiore,SS
G963,Pozzonovo,pozzonovo,Pozzonovo,PD
G964,Pozzuoli,pozzuoli,Pozzuoli,NA
G964,Pozzuoli,pozzuoli,Pozzuoli,NA
G964,Pozzuoli,pozzuoli,Pozzuoli,NA
G966,Pozzuolo Del Friuli,pozzuolo-del-friuli,Pozzuolo Del Friuli,UD
G966,Pozzuolo Del Friuli,pozzuolo-del-friuli,Pozzuolo Del Friuli,UD
G966,Pozzuolo Del Friuli,pozzuolo-del-friuli,Pozzuolo Del Friuli,UD
G965,Pozzuolo Martesana,pozzuolo-martesana,Pozzuolo Martesana,MI
G967,Pra,pra,Pra,GE
G968,Pradalunga,pradalunga,Pradalunga,BG
G969,Pradamano,pradamano,Pradamano,UD
G969,Pradamano,pradamano,Pradamano,UD
G969,Pradamano,pradamano,Pradamano,UD
G970,Pradleve,pradleve,Pradleve,CN
G970,Pradleves,pradleves,Pradleves,CN
G970,Pradleves,pradleves,Pradleves,CN
G972,Praduro E Sasso,praduro-e-sasso,Praduro E Sasso,BO
G973,Pragelato,pragelato,Pragelato,TO
G973,Pragelato,pragelato,Pragelato,TO
G975,Praia A Mare,praia-a-mare,Praia A Mare,CS
G975,Praia A Mare,praia-a-mare,Praia A Mare,CS
G976,Praiano,praiano,Praiano,SA
G977,Pralboino,pralboino,Pralboino,BS
G977,Pralboino,pralboino,Pralboino,BS
G977,Pralboino,pralboino,Pralboino,BS
G978,Prali,prali,Prali,TO
G979,Pralormo,pralormo,Pralormo,TO
G980,Pralungo,pralungo,Pralungo,NO
G980,Pralungo,pralungo,Pralungo,VC
G980,Pralungo,pralungo,Pralungo,BI
G978,Praly,praly,Praly,TO
G981,Pramaggiore,pramaggiore,Pramaggiore,VE
G982,Pramollo,pramollo,Pramollo,TO
G982,Pramollo,pramollo,Pramollo,TO
